loan_id,loan_type,borrower_segment,sector,bureau_score,loan_amount,tenure_months,interest_rate,emi_to_income_ratio,collateral_coverage_ratio,utilization_ratio,dpd_last_3m,dpd_last_12m_max,num_restructures,existing_npa_flag,sector_stress_index,gst_filing_delay_days,turnover_decline_pct_yoy,vintage_months,news_headline_text,news_sentiment_score,txn_narration_sample,gst_remark_text,true_pd_12m,default_12m
L100104,MSME,Business-Owner,Services,808.0,1053464.0,188,10.11,0.398,0.831,0.027,2,5,0,0,0.46,11.3,-8.38,79,continues routine operations this quarter,0.044,EMI AUTO DEBIT SUCCESS,DELAYED FILING - MISMATCH IN ITC CLAIM,0.0226,0
L100105,MSME,Business-Owner,Manufacturing,782.0,1692368.0,226,6.85,0.25,1.043,0.914,0,3,0,0,0.303,5.1,8.8,177,wins large government infrastructure contract,0.661,ECS BOUNCE CHARGES,DELAYED FILING - MISMATCH IN ITC CLAIM,0.0258,0
L100106,Retail-Auto,Self-Employed,Trading,815.0,371646.0,203,6.99,0.387,1.06,0.41,4,6,0,0,0.0,13.6,20.81,133,secures fresh equity investment round,0.501,OD LIMIT BREACH,FILED ON TIME - NO DISCREPANCY,0.0661,0
L100107,Retail-Home,Salaried,Agriculture,803.0,546362.0,208,15.44,0.519,0.571,0.399,2,4,1,0,0.409,0.2,18.1,174,continues routine operations this quarter,-0.08,OD LIMIT BREACH,FILED ON TIME - NO DISCREPANCY,0.1997,1
L100108,Retail-Personal,Salaried,Hospitality,821.0,54777.0,123,16.6,0.099,1.289,0.717,0,4,0,0,0.412,2.4,8.95,81,continues routine operations this quarter,-0.027,EMI AUTO DEBIT SUCCESS,FILED ON TIME - NO DISCREPANCY,0.0496,0
L100109,Agri,Agri-Borrower,Hospitality,576.0,5292586.0,181,11.89,0.05,0.957,0.571,3,6,0,0,0.369,12.5,-3.94,85,flags working capital stress in latest filing,-0.531,GST PAYMENT,FILED ON TIME - NO DISCREPANCY,0.2557,0
L100110,Retail-Auto,Self-Employed,Healthcare,738.0,280623.0,60,6.18,0.178,1.328,0.973,3,6,0,0,0.711,6.6,6.16,103,upgraded by rating agency on strong fundamentals,0.512,GST PAYMENT,FILED ON TIME - NO DISCREPANCY,0.0099,0
L100111,Retail-Personal,Salaried,Textiles,790.0,906061.0,221,9.18,0.464,1.015,0.73,1,3,0,0,0.085,0.2,9.81,20,renews existing supplier agreements,0.096,EMI AUTO DEBIT SUCCESS,FILED ON TIME - NO DISCREPANCY,0.0126,0
L100112,Retail-Home,Salaried,Services,806.0,280413.0,120,9.03,0.473,0.795,0.936,0,3,0,0,0.237,2.4,16.46,153,renews existing supplier agreements,-0.236,CHEQUE RETURN INSUFFICIENT FUNDS,FILED ON TIME - NO DISCREPANCY,0.1644,1
L100113,MSME,Business-Owner,Construction,611.0,273342.0,72,9.83,0.416,0.805,0.446,1,5,0,0,0.345,3.2,-9.72,159,files regular GST returns on schedule,-0.055,VENDOR PAYMENT NEFT,FILED ON TIME - NO DISCREPANCY,0.074,0
L100114,Retail-Personal,Salaried,Healthcare,739.0,340884.0,79,8.85,0.517,1.041,0.857,0,6,0,0,0.58,4.5,-0.19,42,sees promoter stake pledge increase sharply,-0.581,SALARY CREDIT,FILED ON TIME - NO DISCREPANCY,0.1082,0
L100115,Corporate,Corporate-Entity,Hospitality,687.0,112462.0,207,13.06,0.323,1.405,0.0,0,2,0,0,0.465,1.6,17.72,153,files regular GST returns on schedule,-0.137,UTILITY BILL PAYMENT,FILED ON TIME - NO DISCREPANCY,0.0884,0
L100116,MSME,Business-Owner,Hospitality,846.0,50000.0,55,12.24,0.309,0.95,0.529,0,4,0,0,0.34,17.2,-2.18,84,files regular GST returns on schedule,-0.235,VENDOR PAYMENT NEFT,FILED ON TIME - NO DISCREPANCY,0.0114,0
L100117,MSME,Business-Owner,Construction,555.0,1584309.0,167,16.24,0.408,0.984,0.214,5,7,2,1,0.34,5.2,3.7,164,files regular GST returns on schedule,-0.102,FD RENEWAL,FILED ON TIME - NO DISCREPANCY,0.8899,1
L100118,Retail-Auto,Self-Employed,Agriculture,611.0,806350.0,75,10.33,0.607,1.126,0.583,4,6,0,0,0.654,3.4,-1.67,74,hit by raw material cost spike and margin pressure,-0.46,EMI AUTO DEBIT SUCCESS,FILED ON TIME - NO DISCREPANCY,0.4447,1
L100119,MSME,Business-Owner,Textiles,517.0,161548.0,148,12.1,0.412,0.19,0.596,4,8,1,0,0.319,0.6,0.96,99,continues routine operations this quarter,0.056,PENALTY CHARGE LATE EMI,FILED ON TIME - NO DISCREPANCY,0.7239,1
L100120,MSME,Business-Owner,Manufacturing,693.0,727305.0,134,13.72,0.336,0.328,0.789,0,2,1,0,0.423,13.8,-6.89,105,continues routine operations this quarter,0.134,VENDOR PAYMENT NEFT,FILED ON TIME - NO DISCREPANCY,0.0995,0
L100121,MSME,Business-Owner,Trading,884.0,1095068.0,153,14.57,0.41,0.987,0.614,2,5,0,0,0.359,1.3,-19.24,74,files regular GST returns on schedule,-0.031,UTILITY BILL PAYMENT,FILED ON TIME - NO DISCREPANCY,0.0148,0
L100122,Retail-Personal,Salaried,Manufacturing,676.0,206422.0,63,7.8,0.563,0.518,0.368,2,7,0,0,0.198,0.4,-7.5,119,reports order book decline for third straight quarter,-0.541,FD RENEWAL,FILED ON TIME - NO DISCREPANCY,0.2082,0
L100123,Retail-Auto,Self-Employed,Healthcare,689.0,695950.0,218,12.71,0.296,0.794,0.436,0,8,0,0,0.398,0.3,3.34,122,files regular GST returns on schedule,0.031,UTILITY BILL PAYMENT,FILED ON TIME - NO DISCREPANCY,0.088,0
L100124,Retail-Personal,Salaried,Services,730.0,1339067.0,213,11.94,0.283,0.895,0.602,0,6,0,0,0.412,1.1,-27.05,86,renews existing supplier agreements,0.148,SALARY CREDIT,FILED ON TIME - NO DISCREPANCY,0.0474,0
L100125,Retail-Auto,Self-Employed,Healthcare,670.0,90927.0,223,12.41,0.279,1.865,0.389,0,5,0,0,0.443,1.3,-13.44,85,renews existing supplier agreements,-0.006,GST PAYMENT,FILED ON TIME - NO DISCREPANCY,0.0859,0
L100126,Retail-Home,Salaried,Construction,713.0,795521.0,125,11.68,0.472,0.829,0.849,0,3,0,0,0.436,5.5,-5.86,4,renews existing supplier agreements,0.22,FD RENEWAL,DELAYED FILING - MISMATCH IN ITC CLAIM,0.0723,0
L100127,Retail-Personal,Salaried,Healthcare,715.0,660549.0,52,16.64,0.233,0.054,0.457,1,4,0,0,0.123,3.8,15.17,10,under scrutiny after key client contract termination,-0.797,FD RENEWAL,FILED ON TIME - NO DISCREPANCY,0.3194,1
L100128,Retail-Personal,Salaried,Trading,604.0,3500778.0,138,8.83,0.446,0.982,0.807,7,10,0,0,0.175,9.5,0.58,166,under scrutiny after key client contract termination,-0.573,CHEQUE RETURN INSUFFICIENT FUNDS,FILED ON TIME - NO DISCREPANCY,0.428,0
L100129,MSME,Business-Owner,Construction,672.0,816465.0,30,8.65,0.129,1.307,0.381,1,12,0,0,0.304,0.6,-11.96,17,reports order book decline for third straight quarter,-0.4,EMI AUTO DEBIT SUCCESS,FILED ON TIME - NO DISCREPANCY,0.0849,0
L100130,Retail-Personal,Salaried,Services,747.0,281540.0,172,9.04,0.311,1.113,0.707,2,4,0,0,0.423,6.0,-1.0,87,renews existing supplier agreements,-0.09,FD RENEWAL,FILED ON TIME - NO DISCREPANCY,0.0303,0
L100131,Agri,Agri-Borrower,Agriculture,764.0,319749.0,74,10.63,0.341,1.086,0.498,0,3,0,0,0.371,2.1,-9.44,37,continues routine operations this quarter,-0.169,MINIMUM BALANCE PENALTY,FILED ON TIME - NO DISCREPANCY,0.045,0
L100132,MSME,Business-Owner,Textiles,797.0,4096867.0,57,12.38,0.618,0.605,0.842,0,2,0,0,0.786,1.8,0.8,137,renews existing supplier agreements,-0.203,EMI AUTO DEBIT SUCCESS,FILED ON TIME - NO DISCREPANCY,0.1359,0
L100133,Retail-Home,Salaried,Trading,710.0,299439.0,196,10.13,0.496,0.732,1.029,1,3,0,0,0.517,14.4,20.91,106,files regular GST returns on schedule,-0.145,SALARY CREDIT,FILED ON TIME - NO DISCREPANCY,0.1486,0
L100134,MSME,Business-Owner,IT/ITES,712.0,843032.0,162,14.52,0.297,0.56,0.602,2,5,0,0,0.471,7.3,-6.18,96,continues routine operations this quarter,0.3,VENDOR PAYMENT NEFT,FILED ON TIME - NO DISCREPANCY,0.0522,0
L100135,Retail-Personal,Salaried,Hospitality,748.0,340368.0,34,11.49,0.272,0.606,1.026,2,8,0,0,0.097,3.4,-15.77,53,renews existing supplier agreements,0.024,SALARY CREDIT,FILED ON TIME - NO DISCREPANCY,0.0381,0
L100136,Agri,Agri-Borrower,Manufacturing,626.0,1453359.0,211,11.21,0.249,0.817,0.512,2,5,0,0,0.607,1.5,-6.53,65,under scrutiny after key client contract termination,-0.552,VENDOR PAYMENT NEFT,DELAYED FILING - MISMATCH IN ITC CLAIM,0.4504,0
L100137,Retail-Auto,Self-Employed,Manufacturing,623.0,1534534.0,162,7.51,0.182,1.268,0.6,2,4,1,0,0.432,0.1,26.08,143,wins large government infrastructure contract,0.627,CHEQUE RETURN INSUFFICIENT FUNDS,DELAYED FILING - MISMATCH IN ITC CLAIM,0.1568,0
L100138,Corporate,Corporate-Entity,Hospitality,669.0,431518.0,73,16.96,0.592,2.052,0.524,0,1,0,0,0.218,14.8,-6.61,53,files regular GST returns on schedule,-0.022,CHEQUE RETURN INSUFFICIENT FUNDS,FILED ON TIME - NO DISCREPANCY,0.075,1
L100139,Retail-Personal,Salaried,IT/ITES,565.0,282819.0,103,11.36,0.237,0.959,0.299,6,7,0,0,0.584,3.3,6.14,166,sees promoter stake pledge increase sharply,-0.256,EMI AUTO DEBIT SUCCESS,FILED ON TIME - NO DISCREPANCY,0.3538,0
L100140,Retail-Auto,Self-Employed,Hospitality,717.0,275497.0,116,16.41,0.608,1.116,0.916,3,8,0,0,0.516,5.2,11.35,157,continues routine operations this quarter,-0.03,FD RENEWAL,FILED ON TIME - NO DISCREPANCY,0.0313,0
L100141,Retail-Auto,Self-Employed,Healthcare,774.0,66172.0,220,9.63,0.365,0.0,0.589,0,4,0,0,0.549,1.8,5.79,78,renews existing supplier agreements,-0.046,PENALTY CHARGE LATE EMI,DELAYED FILING - MISMATCH IN ITC CLAIM,0.189,0
L100142,Agri,Agri-Borrower,Healthcare,616.0,494160.0,138,13.99,0.338,0.724,0.445,2,3,0,0,0.193,7.4,9.76,140,wins large government infrastructure contract,0.827,MINIMUM BALANCE PENALTY,FILED ON TIME - NO DISCREPANCY,0.0635,0
L100143,MSME,Business-Owner,Trading,719.0,483321.0,198,9.81,0.365,1.513,0.371,1,2,0,0,0.0,2.0,-2.92,127,continues routine operations this quarter,-0.114,UTILITY BILL PAYMENT,FILED ON TIME - NO DISCREPANCY,0.0601,0
L100144,Retail-Auto,Self-Employed,Textiles,623.0,180278.0,19,16.96,0.531,0.937,1.023,3,5,0,0,0.627,9.1,-9.56,78,hit by raw material cost spike and margin pressure,-0.302,EMI AUTO DEBIT SUCCESS,FILED ON TIME - NO DISCREPANCY,0.2337,0
L100145,Retail-Home,Salaried,Construction,589.0,58789.0,127,14.86,0.222,0.858,0.514,6,8,2,0,0.468,1.7,2.19,170,continues routine operations this quarter,-0.173,EMI AUTO DEBIT SUCCESS,DELAYED FILING - MISMATCH IN ITC CLAIM,0.362,0
L100146,Retail-Home,Salaried,Real Estate,865.0,555106.0,31,14.05,0.426,2.06,0.512,1,1,0,0,0.673,4.2,19.36,77,files regular GST returns on schedule,-0.009,FD RENEWAL,FILED ON TIME - NO DISCREPANCY,0.0406,0
L100147,MSME,Business-Owner,Manufacturing,590.0,637867.0,98,9.33,0.344,1.376,0.807,6,11,0,0,0.977,34.4,-16.51,130,secures fresh equity investment round,0.53,VENDOR PAYMENT NEFT,DELAYED FILING - MISMATCH IN ITC CLAIM,0.2863,0
L100148,Retail-Auto,Self-Employed,Manufacturing,565.0,682904.0,137,17.22,0.41,1.209,0.937,5,7,2,0,0.012,1.2,13.76,43,files regular GST returns on schedule,-0.009,EMI AUTO DEBIT SUCCESS,DELAYED FILING - MISMATCH IN ITC CLAIM,0.2329,0
L100149,Retail-Personal,Salaried,Textiles,699.0,148906.0,202,17.61,0.319,0.875,0.421,1,4,1,0,0.684,15.9,9.15,117,continues routine operations this quarter,0.3,UTILITY BILL PAYMENT,FILED ON TIME - NO DISCREPANCY,0.2873,1
L100150,Corporate,Corporate-Entity,Hospitality,704.0,684504.0,75,10.36,0.296,1.009,0.706,2,6,1,0,0.257,0.8,11.65,165,continues routine operations this quarter,-0.002,GST PAYMENT,FILED ON TIME - NO DISCREPANCY,0.1165,0
L100151,Agri,Agri-Borrower,Hospitality,740.0,363509.0,67,11.98,0.429,1.755,0.706,3,6,1,0,0.469,29.1,17.68,89,faces liquidity crunch amid delayed receivables,-0.617,EMI AUTO DEBIT SUCCESS,DELAYED FILING - MISMATCH IN ITC CLAIM,0.2883,0
L100152,Retail-Personal,Salaried,Textiles,860.0,1145025.0,206,14.28,0.143,1.793,0.506,0,2,2,0,0.0,2.8,19.22,99,renews existing supplier agreements,0.082,SALARY CREDIT,FILED ON TIME - NO DISCREPANCY,0.0246,0
L100153,MSME,Business-Owner,Agriculture,610.0,151402.0,135,6.0,0.559,0.685,0.454,2,7,0,0,0.267,5.3,-0.63,41,wins large government infrastructure contract,0.726,LOAN RESTRUCTURE REQUEST,FILED ON TIME - NO DISCREPANCY,0.0818,0
L100154,Retail-Personal,Salaried,Services,628.0,1567862.0,177,14.94,0.366,0.25,0.398,2,6,0,0,0.332,2.0,6.23,154,files regular GST returns on schedule,-0.016,EMI AUTO DEBIT SUCCESS,DELAYED FILING - MISMATCH IN ITC CLAIM,0.1849,0
L100155,MSME,Business-Owner,Hospitality,825.0,2329083.0,224,14.57,0.268,0.92,0.81,1,6,0,1,0.257,11.9,-9.53,55,reports record quarterly revenue growth,0.569,GST PAYMENT,FILED ON TIME - NO DISCREPANCY,0.103,0
L100156,Retail-Home,Salaried,Trading,765.0,502669.0,22,9.81,0.405,1.205,0.613,1,4,0,0,0.661,4.1,9.78,21,renews existing supplier agreements,-0.076,OD LIMIT BREACH,FILED ON TIME - NO DISCREPANCY,0.3175,1
L100157,MSME,Business-Owner,Trading,752.0,689720.0,149,6.0,0.246,1.622,0.57,1,3,0,0,0.306,0.9,3.89,65,renews existing supplier agreements,-0.172,GST PAYMENT,FILED ON TIME - NO DISCREPANCY,0.0127,0
L100158,MSME,Business-Owner,Textiles,627.0,1047882.0,29,12.5,0.362,0.858,0.372,3,5,0,0,0.385,1.0,1.19,67,files regular GST returns on schedule,-0.035,PENALTY CHARGE LATE EMI,FILED ON TIME - NO DISCREPANCY,0.1509,0
L100159,MSME,Business-Owner,Construction,781.0,143161.0,224,8.1,0.363,0.761,0.81,1,2,0,0,0.352,0.8,-2.28,55,renews existing supplier agreements,-0.047,VENDOR PAYMENT NEFT,FILED ON TIME - NO DISCREPANCY,0.1027,0
L100160,Retail-Personal,Salaried,Agriculture,752.0,259136.0,112,6.74,0.539,1.345,0.629,1,4,0,0,0.266,1.1,22.15,169,faces liquidity crunch amid delayed receivables,-0.702,SALARY CREDIT,DELAYED FILING - MISMATCH IN ITC CLAIM,0.117,0
L100161,Agri,Agri-Borrower,Hospitality,697.0,541797.0,112,12.61,0.392,0.531,0.333,1,4,0,0,0.7,2.7,22.08,126,reports record quarterly revenue growth,0.706,FD RENEWAL,FILED ON TIME - NO DISCREPANCY,0.0767,0
L100162,Retail-Home,Salaried,Services,627.0,4112674.0,55,15.45,0.182,0.805,0.463,1,3,0,0,0.468,9.9,14.33,56,files regular GST returns on schedule,-0.009,PENALTY CHARGE LATE EMI,DELAYED FILING - MISMATCH IN ITC CLAIM,0.2618,0
L100163,Retail-Personal,Salaried,Real Estate,690.0,118692.0,155,10.84,0.437,0.902,0.74,1,6,0,0,0.0,1.4,-14.66,82,files regular GST returns on schedule,-0.022,UTILITY BILL PAYMENT,FILED ON TIME - NO DISCREPANCY,0.0164,0
L100164,MSME,Business-Owner,Services,828.0,2680455.0,135,15.06,0.458,0.871,0.11,0,5,0,0,0.477,8.0,11.19,121,expands operations with new manufacturing unit,0.578,FD RENEWAL,FILED ON TIME - NO DISCREPANCY,0.014,0
L100165,Retail-Auto,Self-Employed,Construction,582.0,357700.0,226,13.49,0.108,1.412,0.541,5,8,1,0,0.389,2.0,-9.76,160,continues routine operations this quarter,-0.184,MINIMUM BALANCE PENALTY,FILED ON TIME - NO DISCREPANCY,0.6912,0
L100166,Corporate,Corporate-Entity,Manufacturing,608.0,425968.0,12,7.38,0.172,1.114,0.759,7,9,0,0,0.462,3.8,8.02,174,renews existing supplier agreements,-0.072,UTILITY BILL PAYMENT,FILED ON TIME - NO DISCREPANCY,0.1176,1
L100167,Corporate,Corporate-Entity,IT/ITES,623.0,1689341.0,180,9.84,0.651,0.684,0.612,0,3,0,0,0.4,1.1,20.0,149,under scrutiny after key client contract termination,-0.699,SALARY CREDIT,FILED ON TIME - NO DISCREPANCY,0.2892,0
L100168,Retail-Home,Salaried,Real Estate,643.0,4088115.0,230,14.74,0.3,0.806,0.735,0,2,0,0,0.654,0.7,-26.97,150,renews existing supplier agreements,0.177,UTILITY BILL PAYMENT,FILED ON TIME - NO DISCREPANCY,0.0861,0
L100169,Agri,Agri-Borrower,Real Estate,679.0,704420.0,218,9.81,0.304,2.019,0.028,1,3,0,0,0.718,2.3,-15.46,34,wins large government infrastructure contract,0.662,GST PAYMENT,FILED ON TIME - NO DISCREPANCY,0.0133,0
L100170,Retail-Home,Salaried,Trading,766.0,1593147.0,154,13.96,0.345,0.323,0.225,2,3,0,0,0.0,1.3,4.36,159,continues routine operations this quarter,-0.188,EMI AUTO DEBIT SUCCESS,FILED ON TIME - NO DISCREPANCY,0.0436,0
L100171,MSME,Business-Owner,Healthcare,722.0,160759.0,201,10.27,0.254,0.149,0.774,4,6,0,0,0.058,0.1,12.77,87,continues routine operations this quarter,-0.3,GST PAYMENT,FILED ON TIME - NO DISCREPANCY,0.1053,0
L100172,Retail-Home,Salaried,Trading,685.0,247109.0,21,13.66,0.084,0.403,0.651,2,4,0,0,0.68,0.1,10.17,5,wins large government infrastructure contract,0.344,CHEQUE RETURN INSUFFICIENT FUNDS,FILED ON TIME - NO DISCREPANCY,0.0671,0
L100173,Agri,Agri-Borrower,IT/ITES,705.0,99938.0,29,12.79,0.182,1.022,0.484,0,2,1,0,0.503,4.2,6.1,8,renews existing supplier agreements,-0.103,GST PAYMENT,FILED ON TIME - NO DISCREPANCY,0.0607,0
L100174,Retail-Personal,Salaried,Healthcare,736.0,250911.0,171,10.76,0.254,1.355,0.619,1,4,0,0,0.462,9.8,12.61,106,renews existing supplier agreements,0.037,UTILITY BILL PAYMENT,DELAYED FILING - MISMATCH IN ITC CLAIM,0.052,0
L100175,Retail-Personal,Salaried,Trading,529.0,823862.0,70,13.58,0.275,0.854,0.701,9,12,2,0,0.382,13.9,11.08,140,continues routine operations this quarter,-0.083,VENDOR PAYMENT NEFT,FILED ON TIME - NO DISCREPANCY,0.7467,0
L100176,Retail-Auto,Self-Employed,Trading,776.0,558696.0,173,6.0,0.235,0.674,0.429,0,3,0,0,0.357,1.1,11.22,127,hit by raw material cost spike and margin pressure,-0.568,SALARY CREDIT,FILED ON TIME - NO DISCREPANCY,0.0909,0
L100177,Agri,Agri-Borrower,Manufacturing,606.0,2957376.0,181,8.24,0.126,0.606,0.377,9,10,0,0,0.532,14.4,2.23,62,continues routine operations this quarter,-0.154,VENDOR PAYMENT NEFT,DELAYED FILING - MISMATCH IN ITC CLAIM,0.3358,1
L100178,Agri,Agri-Borrower,Healthcare,640.0,4240459.0,164,10.11,0.267,0.207,0.217,0,3,1,0,0.07,3.0,17.34,163,wins large government infrastructure contract,0.995,ECS BOUNCE CHARGES,FILED ON TIME - NO DISCREPANCY,0.0714,1
L100179,MSME,Business-Owner,IT/ITES,711.0,380730.0,214,15.02,0.517,1.54,0.914,0,2,1,0,0.135,1.9,-5.85,113,upgraded by rating agency on strong fundamentals,0.326,SALARY CREDIT,FILED ON TIME - NO DISCREPANCY,0.0361,0
L100180,Agri,Agri-Borrower,Trading,673.0,209472.0,61,7.16,0.249,0.819,0.568,0,3,0,0,0.335,0.7,-6.03,70,flags working capital stress in latest filing,-0.768,GST PAYMENT,FILED ON TIME - NO DISCREPANCY,0.2392,0
L100181,Agri,Agri-Borrower,Textiles,724.0,1584912.0,194,11.4,0.323,0.989,0.931,0,0,0,0,0.365,3.3,15.74,40,flags working capital stress in latest filing,-0.518,UTILITY BILL PAYMENT,DELAYED FILING - MISMATCH IN ITC CLAIM,0.0468,0
L100182,MSME,Business-Owner,Healthcare,693.0,1777371.0,194,12.45,0.567,1.241,0.215,2,4,0,0,0.42,3.6,2.55,109,faces liquidity crunch amid delayed receivables,-0.681,VENDOR PAYMENT NEFT,FILED ON TIME - NO DISCREPANCY,0.2243,1
L100183,Retail-Home,Salaried,Services,654.0,718825.0,83,12.24,0.247,1.455,0.583,2,4,0,0,0.15,4.2,-5.6,92,continues routine operations this quarter,0.091,FD RENEWAL,FILED ON TIME - NO DISCREPANCY,0.0192,0
L100184,MSME,Business-Owner,IT/ITES,818.0,961372.0,58,11.2,0.809,0.81,0.253,1,5,0,0,0.0,1.5,9.15,108,renews existing supplier agreements,-0.027,SALARY CREDIT,FILED ON TIME - NO DISCREPANCY,0.0197,0
L100185,MSME,Business-Owner,Services,744.0,809416.0,153,9.64,0.484,0.535,0.99,1,3,1,0,0.295,2.5,7.35,73,renews existing supplier agreements,-0.003,SALARY CREDIT,FILED ON TIME - NO DISCREPANCY,0.2551,0
L100186,Retail-Auto,Self-Employed,Services,707.0,149099.0,214,10.76,0.362,0.891,1.231,1,1,0,1,0.632,14.3,-2.66,39,files regular GST returns on schedule,0.003,VENDOR PAYMENT NEFT,FILED ON TIME - NO DISCREPANCY,0.5656,0
L100187,Retail-Personal,Salaried,Construction,742.0,115794.0,162,14.42,0.313,0.847,0.863,3,8,1,0,0.279,10.1,-6.94,61,renews existing supplier agreements,-0.058,EMI AUTO DEBIT SUCCESS,FILED ON TIME - NO DISCREPANCY,0.2645,1
L100188,MSME,Business-Owner,Construction,617.0,418322.0,38,9.44,0.551,0.677,0.27,4,7,0,0,0.24,5.0,15.4,134,expands operations with new manufacturing unit,0.748,SALARY CREDIT,FILED ON TIME - NO DISCREPANCY,0.0203,0
L100189,Retail-Home,Salaried,Agriculture,876.0,354688.0,111,6.0,0.246,0.395,0.261,1,8,0,0,0.265,0.1,5.52,38,files regular GST returns on schedule,0.01,UTILITY BILL PAYMENT,FILED ON TIME - NO DISCREPANCY,0.0547,0
L100190,Agri,Agri-Borrower,Services,582.0,599972.0,102,12.9,0.285,1.056,0.526,4,7,1,0,0.775,6.1,-0.63,164,renews existing supplier agreements,-0.076,LOAN RESTRUCTURE REQUEST,DELAYED FILING - MISMATCH IN ITC CLAIM,0.7641,1
L100191,Retail-Home,Salaried,Construction,690.0,382947.0,145,15.99,0.591,1.43,0.585,2,4,0,0,0.519,1.0,11.91,22,expands operations with new manufacturing unit,0.384,PENALTY CHARGE LATE EMI,DELAYED FILING - MISMATCH IN ITC CLAIM,0.0776,0
L100192,Retail-Personal,Salaried,IT/ITES,654.0,67942.0,145,8.35,0.294,1.601,0.68,1,5,1,0,0.224,0.4,-16.72,123,reports order book decline for third straight quarter,-0.242,CHEQUE RETURN INSUFFICIENT FUNDS,FILED ON TIME - NO DISCREPANCY,0.4211,1
L100193,Corporate,Corporate-Entity,Construction,651.0,50000.0,236,15.58,0.28,0.597,0.669,1,3,0,0,0.235,3.7,3.87,147,renews existing supplier agreements,0.136,FD RENEWAL,FILED ON TIME - NO DISCREPANCY,0.105,0
L100194,Retail-Personal,Salaried,IT/ITES,639.0,995672.0,203,13.06,0.251,1.603,0.554,0,3,2,0,0.697,1.2,7.6,147,files regular GST returns on schedule,0.173,ECS BOUNCE CHARGES,DELAYED FILING - MISMATCH IN ITC CLAIM,0.624,1
L100195,Retail-Personal,Salaried,Trading,611.0,213401.0,136,8.03,0.06,0.46,0.493,5,8,1,0,0.49,0.9,-7.71,174,continues routine operations this quarter,0.046,SALARY CREDIT,FILED ON TIME - NO DISCREPANCY,0.227,0
L100196,MSME,Business-Owner,Trading,787.0,342718.0,44,9.39,0.502,0.96,0.345,2,4,0,0,0.454,4.7,12.71,90,upgraded by rating agency on strong fundamentals,0.439,ECS BOUNCE CHARGES,FILED ON TIME - NO DISCREPANCY,0.0082,0
L100197,Corporate,Corporate-Entity,Real Estate,572.0,239481.0,56,9.26,0.344,1.318,0.719,4,6,1,0,0.302,5.5,6.52,126,continues routine operations this quarter,-0.04,UTILITY BILL PAYMENT,DELAYED FILING - MISMATCH IN ITC CLAIM,0.2996,1
L100198,Retail-Personal,Salaried,Agriculture,769.0,162048.0,51,12.01,0.51,1.121,0.0,0,3,0,0,0.339,5.6,-0.51,75,expands operations with new manufacturing unit,0.701,GST PAYMENT,FILED ON TIME - NO DISCREPANCY,0.0193,0
L100199,Retail-Home,Salaried,IT/ITES,738.0,157340.0,126,10.96,0.325,1.465,0.575,4,7,0,0,0.363,6.4,-7.81,54,renews existing supplier agreements,0.271,GST PAYMENT,FILED ON TIME - NO DISCREPANCY,0.0166,0
L100200,MSME,Business-Owner,Healthcare,646.0,1358403.0,47,14.82,0.287,0.49,0.607,0,4,0,0,0.362,8.1,7.8,64,files regular GST returns on schedule,0.031,VENDOR PAYMENT NEFT,FILED ON TIME - NO DISCREPANCY,0.1399,0
L100201,Agri,Agri-Borrower,Trading,728.0,340079.0,52,14.05,0.25,0.827,0.495,0,1,0,0,0.474,4.7,22.03,150,wins large government infrastructure contract,0.32,LOAN RESTRUCTURE REQUEST,FILED ON TIME - NO DISCREPANCY,0.0708,0
L100202,MSME,Business-Owner,Hospitality,666.0,889345.0,46,6.86,0.453,0.819,0.754,3,7,0,0,0.171,0.7,-29.85,103,flags working capital stress in latest filing,-1.0,GST PAYMENT,FILED ON TIME - NO DISCREPANCY,0.1605,0
L100203,Retail-Personal,Salaried,Agriculture,581.0,1030952.0,168,7.24,0.229,1.356,0.796,6,9,0,1,0.452,1.4,22.69,11,hit by raw material cost spike and margin pressure,-0.546,PENALTY CHARGE LATE EMI,FILED ON TIME - NO DISCREPANCY,0.9249,1
